Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2017-04-30,86.82,88.19,86.82,87.99,802579.0,0.0,1.0,86.82,88.19,86.82,87.99,802579.0
2017-03-31,86.27,87.98,85.9,87.28,541604.0,0.0,1.0,86.27,87.98,85.9,87.28,541604.0
2017-02-28,93.23,94.15,91.03,91.71,1071159.0,0.0,1.0,92.18093957465962,93.09058737481715,90.00569483515247,90.67804320918194,1071159.0
2017-01-31,84.82,85.55,84.31,84.94,866765.0,0.0,1.0,83.8655721840891,84.58735793856194,83.361310903567,83.98422189715313,866765.0
2016-12-31,79.38,80.5974,76.24,76.34,1044599.0,0.0,1.0,78.48678519185326,79.69048653088781,75.38211770001125,75.48099246089794,1044599.0
2016-11-30,72.18,72.38,71.15,71.88,1032694.0,0.0,1.0,71.36780240801171,71.56555192978507,70.34939237087882,71.07117812535164,1032694.0
2016-10-31,86.19,89.08,86.03,88.73,911754.0,0.0,1.0,85.22015640823675,88.07763699786204,85.06195679081804,87.73157533475863,911754.0
2016-09-30,104.21,104.36,99.82,100.07,1019764.0,0.0,1.0,103.037388320018,103.18570046134803,98.69678631709237,98.94397321930909,1019764.0
2016-08-31,93.73,94.98,93.03,93.65,1410392.0,0.0,1.0,92.67531337909305,93.91124789017667,91.98319005288623,92.59621357038371,1410392.0
2016-07-31,116.58,118.04,116.06,117.61,768287.0,0.0,1.0,115.26819624170136,116.71176775064701,114.75404748509058,116.28660627883424,768287.0
2016-06-30,111.57,112.13,109.63,112.04,1575950.0,0.0,1.0,110.31457072127826,110.86826938224372,108.39640036007651,110.77928209744572,1575950.0
2016-05-31,83.49,85.4,83.3,84.31,820313.0,0.0,1.0,82.55053786429616,84.43904579723191,82.36267581861145,83.361310903567,820313.0
2016-04-30,96.99,100.52,96.91,100.5,1609109.0,0.0,1.0,95.8986305839991,99.38890964329919,95.81953077528975,99.36913469112186,1609109.0
2016-03-31,91.86,92.08,90.69,90.81,511044.0,0.0,1.0,90.82635535051197,91.04387982446269,89.66952064813772,89.78817036120175,511044.0
2016-02-29,89.97,91.36,89.97,91.25,510519.0,0.0,1.0,88.33441856162241,89.69914949193979,88.33441856162241,89.59114920249021,510519.0
2016-01-31,68.8,70.78,68.8,70.72,764236.0,0.0,1.0,67.54927194664468,69.49327715673707,67.54927194664468,69.4343679079464,764236.0
2015-12-31,61.72,62.03,61.43,61.93,275704.0,0.0,1.0,60.597980589344616,60.90234504142979,60.313252553523,60.80416296011199,275704.0
2015-11-30,60.18,60.93,60.08,60.6,507017.0,0.0,1.0,59.085976537050534,59.82234214693401,58.98779445573273,59.498341278585286,507017.0
2015-10-31,67.32,68.05,66.79,66.87,776552.0,0.0,1.0,66.09617714314128,66.81290633676119,65.57581211215695,65.65435777721119,776552.0
2015-09-30,57.86,59.22,57.51,59.09,745333.0,0.0,1.0,56.80815225047763,58.14342855639968,56.46451496586534,58.01579185068655,745333.0
2015-08-31,60.13,60.55,59.0,60.29,516454.0,0.0,1.0,59.03688549639164,59.449250237926385,57.92742797750052,59.19397682650011,516454.0
2015-07-31,60.29,60.84,59.78,60.37,496792.0,0.0,1.0,59.19397682650011,59.733978273748,58.69324821177935,59.27252249155435,496792.0
2015-06-30,67.85,68.094,66.9,66.95,697537.0,0.0,1.0,66.6165421741256,66.85610645254103,65.68381240160653,65.73290344226542,697537.0
2015-05-31,72.59,73.2,71.96,72.23,357607.0,0.0,1.0,71.2703728285892,71.86928352462778,70.65182571628708,70.91691733584514,357607.0
2015-04-30,76.35,76.5,75.59,76.17,537914.0,0.0,1.0,74.96201908613838,75.1092922081151,74.21583526812313,74.78529133976636,537914.0
2015-03-31,70.35,70.46,69.05,69.27,740108.0,0.0,1.0,69.07109420707053,69.17909449652011,67.79472714993916,68.01072772883832,740108.0
2015-02-28,79.15,80.21,78.97,79.19,508269.0,0.0,1.0,76.42581954363493,77.44933652046693,76.2520147739842,76.46444282577953,508269.0
2015-01-31,84.5,85.84,83.68,85.26,964904.0,0.0,1.0,81.59168353047569,82.88556348231992,80.79990624651133,82.32552589122318,964904.0
2014-12-31,67.94,68.15,66.5,67.41,462405.0,0.0,1.0,65.60164472260969,65.80441695386887,64.21120656540396,65.08988623419368,462405.0
2014-11-30,67.3,67.3,64.54,64.68,1023540.0,0.0,1.0,64.98367220829603,64.98367220829603,62.318665740318366,62.453847227824475,1023540.0
2014-10-31,58.68,59.3899,58.0,58.21,2294164.0,0.0,1.0,56.66035490613389,57.34582160599525,56.00375910967563,56.206531340934795,2294164.0
2014-09-30,67.81,68.48,67.35,67.59,632797.0,0.0,1.0,65.47611905563973,66.12305903156185,65.03195131097678,65.26369100384441,632797.0
2014-08-31,83.09,84.35,82.93,84.15,362500.0,0.0,1.0,80.23021283487842,81.44684622243342,80.07571970629999,81.25372981171041,362500.0
2014-07-31,86.58,86.86,85.8,86.14,318700.0,0.0,1.0,83.60009420199509,83.87045717700732,82.84694020017531,83.17523809840445,318700.0
2014-06-30,82.91,84.89,82.52,84.6,574400.0,0.0,1.0,80.05640806522769,81.96826053138558,79.6798310643178,81.6882417358372,574400.0
2014-05-31,74.2,74.36,72.69,73.93,503600.0,0.0,1.0,71.6461883782402,71.8006815068186,70.1881594772814,71.38548122376413,503600.0
2014-04-30,80.15,80.93,79.38,80.07,508900.0,0.0,1.0,77.39140159725002,78.1445555990698,76.6479034159664,77.31415503296081,508900.0
2014-03-31,75.98,76.01,74.27,75.0,543900.0,0.0,1.0,73.36492443367507,73.39389189528353,71.71377912199324,72.41865402113227,543900.0
2014-02-28,80.0,80.25,78.68,79.04,654800.0,0.0,1.0,76.78071840638778,77.02065815140774,75.51383655268239,75.85934978551113,654800.0
2014-01-31,68.87,69.32,68.22,68.9,704400.0,0.0,1.0,66.09860095809908,66.53049249913501,65.47475762104717,66.12739372750148,704400.0
2013-12-31,61.59,63.43,61.56,62.81,519000.0,0.0,1.0,59.1115555831178,60.877512106464714,59.0827628137154,60.28246153881521,519000.0
2013-11-30,70.02,71.55,69.96,70.75,544300.0,0.0,1.0,67.2023237851909,68.67075502471307,67.14473824638611,67.90294784064919,544300.0
2013-10-31,74.94,74.94,73.9,73.9,830200.0,0.0,1.0,71.92433796718375,71.92433796718375,70.92618862790071,70.92618862790071,830200.0
2013-09-30,71.12,72.12,70.9,71.53,622800.0,0.0,1.0,68.25805866327875,69.21781764335859,68.04691168766118,68.65155984511148,622800.0
2013-08-31,78.88,79.1899,77.6,78.02,607100.0,0.0,1.0,75.70578834869835,76.0032176566251,74.47729685419614,74.88039562582968,607100.0
2013-07-31,72.36,75.41,72.15,74.27,1174600.0,0.0,1.0,69.44815979857775,72.37542468782128,69.24661041276099,71.28129945053026,1174600.0
2013-06-30,60.66,64.97,60.45,64.0,1870800.0,0.0,1.0,58.218979731643536,62.35554093578768,58.01743034582677,61.424574725110226,1870800.0
2013-05-31,80.44,80.485,77.91,78.38,1109200.0,0.0,1.0,77.20301235762291,77.24620151172651,74.7748221380209,75.22590885865843,1109200.0
2013-04-30,78.94,81.94,78.005,81.78,1422000.0,0.0,1.0,75.29581418688907,78.15732220007209,74.40397752278037,78.004708439369,1422000.0
2013-03-31,86.45,86.6599,85.6,85.98,421200.0,0.0,1.0,82.45912257989056,82.65933275721292,81.64836197615537,82.01081965782522,421200.0
2013-02-28,83.44,83.72,82.55,82.87,456600.0,0.0,1.0,79.5880762066636,79.85515028789402,78.73916216275263,79.04438968415883,456600.0
2013-01-31,95.4,95.41,93.95,94.16,400900.0,0.0,1.0,90.99595481921989,91.00549317926382,89.6128926128481,89.8131981737709,400900.0
2012-12-31,96.58,99.81,96.58,99.2123,426100.0,0.0,1.0,92.12148130440521,95.20237159859893,92.12148130440521,94.63226381877243,426100.0
2012-11-30,107.3,108.16,106.16,107.36,357700.0,0.0,1.0,102.34660327151252,103.16690223529164,101.25923022650296,102.40383343177618,357700.0
2012-10-31,117.98,119.75,117.581,119.59,344200.0,0.0,1.0,112.53357179844406,114.22186152622203,112.15299123269071,114.06924776551894,344200.0
2012-09-30,122.71,123.79,121.73,122.995,674800.0,0.0,1.0,117.04521609922926,118.07535898397516,116.11045681492283,117.31705936048166,674800.0
2012-08-31,99.82,103.61,97.79,102.97,866100.0,0.0,1.0,95.21190995864286,98.82694841529741,93.27562286972237,98.21649337248503,866100.0
2012-07-31,92.18,92.49,89.24,89.48,378700.0,0.0,1.0,87.92460288507013,88.22029204643236,85.12032503215076,85.34924567320542,378700.0
2012-06-30,90.67,90.83,89.54,90.01,739700.0,0.0,1.0,86.48431051843467,86.63692427913776,85.40647583346907,85.85477875553441,739700.0
2012-05-31,80.56,80.75,78.16,79.35,439900.0,0.0,1.0,76.8410285140079,77.02225735484284,74.55182210346149,75.68688694869076,439900.0
2012-04-30,89.37,89.73,87.88,89.15,508600.0,0.0,1.0,84.80756529738849,85.14918690986539,83.39363140130358,84.59879653420818,508600.0
2012-03-31,87.61,88.4,85.33,87.98,739500.0,0.0,1.0,83.1374151919459,83.88708484154799,80.97381164625892,83.48852629365828,739500.0
2012-02-29,117.94,118.27,113.16,114.73,684700.0,0.0,1.0,111.91903604312408,112.23218918789456,107.38306018856979,108.87290999853846,684700.0
2012-01-31,115.17,115.44,112.09,114.41,434800.0,0.0,1.0,109.29044752489911,109.54666373425677,106.36768484037458,108.56924634300344,434800.0
2011-12-31,101.77,103.72,101.49,102.1,258500.0,0.0,1.0,96.57453194937034,98.42498235028684,96.30882625077719,96.88768509414082,258500.0
2011-11-30,106.69,106.96,104.47,106.91,959300.0,0.0,1.0,101.2433606532212,101.49957686257886,99.13669404294703,101.45212941640152,959300.0
2011-10-31,111.03,111.36,108.82,109.57,474400.0,0.0,1.0,105.36179898141485,105.67495212618533,103.26462186037614,103.97633355303633,474400.0
2011-09-30,94.87,98.88,94.8,96.72,855600.0,0.0,1.0,90.02678437689657,93.83206956031972,89.96035795224829,91.78233988545837,855600.0
2011-08-31,106.07,106.87,104.27,105.55,770700.0,0.0,1.0,100.6550123206221,101.41417145945965,98.94690425823764,100.1615588803777,770700.0
2011-07-31,91.62,91.87,90.31,90.81,505500.0,0.0,1.0,86.94270037536907,87.1799376062558,85.69957728552261,86.17405174729606,505500.0
2011-06-30,83.57,84.48,83.47,84.05,537900.0,0.0,1.0,79.30366154081634,80.16720506124405,79.20876664846165,79.75915702411886,537900.0
2011-05-31,82.54,82.78,81.14,81.96,683700.0,0.0,1.0,78.32624414956302,78.55399189121427,76.99771565659732,77.7758537739058,683700.0
2011-04-30,85.5,87.66,85.11,86.57,390000.0,0.0,1.0,80.92781181093467,82.97230389878986,80.55866740618303,81.94059261371478,390000.0
2011-03-31,77.06,81.95,77.0,81.54,1850000.0,0.0,1.0,72.93914828246346,77.56765120358007,72.88235683557859,77.17957631653348,1850000.0
2011-02-28,81.47,82.21,80.01,80.95,373400.0,0.0,1.0,77.11331962850113,77.81374747341448,75.7313944209694,76.6211270888323,373400.0
2011-01-31,76.68,76.93,75.51,76.49,790200.0,0.0,1.0,72.57946911885931,72.81610014754625,71.47203590460441,72.39962953705722,790200.0
2010-12-31,82.02,83.12,82.0,82.33,281400.0,0.0,1.0,77.63390789161241,78.67508441783497,77.61497740931746,77.92733036718423,281400.0
2010-11-30,94.09,95.11,93.48,94.06,1074000.0,0.0,1.0,89.05845395661805,90.02390855366077,88.4810742466219,89.03005823317561,1074000.0
2010-10-31,93.09,94.34,92.46,93.92,689100.0,0.0,1.0,88.11192984187028,89.295084985305,87.51561964957916,88.89754485711093,689100.0
2010-09-30,102.85,103.06,99.76,101.46,634300.0,0.0,1.0,97.35000520180854,97.54877526590558,94.42524568723793,96.03433668230913,634300.0
2010-08-31,91.61,93.7399,91.48,92.49,859400.0,0.0,1.0,86.71107415204357,88.72707586404485,86.58802601712635,87.5440153730216,859400.0
2010-07-31,88.66,90.53,88.2,89.88,590700.0,0.0,1.0,83.91882801353763,85.68882810811597,83.48342692075366,85.07358743352991,590700.0
2010-06-30,94.56,96.86,94.51,94.75,893200.0,0.0,1.0,89.5033202905495,91.68032575446938,89.45599408481212,89.68315987235158,893200.0
2010-05-31,87.89,87.99,86.06,87.45,777700.0,0.0,1.0,83.19000444518184,83.28465685665662,81.45786531519342,82.77353383469283,777700.0
2010-04-30,84.09,86.1099,83.94,84.24,975400.0,0.0,1.0,79.59321280914031,81.50509686851933,79.45123419192814,79.73519142635247,975400.0
2010-03-31,75.66,77.42,75.47,76.83,775800.0,0.0,1.0,71.61401452181657,73.27989696377266,71.43417494001449,72.72144773607147,775800.0
2010-02-28,70.58,72.1499,69.65,72.01,1113000.0,0.0,1.0,66.80567201889788,68.29162022664042,65.92540459218246,68.1592015029872,1113000.0
2010-01-31,71.11,71.88,68.59,68.93,887400.0,0.0,1.0,67.15984227469585,67.88706880474106,64.77982817636602,65.10094118963275,887400.0
2009-12-31,80.43,80.75,79.1,79.14,548300.0,0.0,1.0,75.9621166383601,76.26434065084642,74.7059980864638,74.7437760880246,548300.0
2009-11-30,84.41,85.2,83.62,84.74,1285500.0,0.0,1.0,79.72102779365878,80.46714332448441,78.97491226283317,80.0326963065353,1285500.0
2009-10-31,67.87,67.88,63.57,66.71,1921900.0,0.0,1.0,64.0998241482718,64.10926864866198,60.038688980486775,63.00426210300885,1921900.0
2009-09-30,70.53,70.99,68.12,69.88,1908600.0,0.0,1.0,66.61206125206438,67.04650827001346,64.33593665802674,65.99816872670152,1908600.0
2009-08-31,57.85,59.19,57.32,58.81,823000.0,0.0,1.0,54.63643475729369,55.90199780958018,54.135876236613214,55.543106794752674,823000.0
2009-07-31,59.94,62.38,59.67,62.12,1256000.0,0.0,1.0,56.61033533884501,58.91479343405325,56.355333828309675,58.66923642390811,1256000.0
2009-06-30,66.65,66.87,63.82,64.17,1155300.0,0.0,1.0,62.94759510066768,63.15537410925202,60.27480149024172,60.60535900389864,1155300.0
2009-05-31,72.38,73.271,69.39,69.81,2207300.0,0.0,1.0,68.35929382425094,69.20079880901757,65.53538820758185,65.93205722397015,2207300.0
2009-04-30,48.31,48.99,47.909,48.4,1207400.0,0.0,1.0,45.62638138504509,46.268607411578536,45.24765691939816,45.711381888556865,1207400.0
2009-03-31,52.95,54.83,51.98,54.35,1164200.0,0.0,1.0,50.00862956609682,51.78419563945398,49.09251302824764,51.3308596207245,1164200.0
2009-02-28,44.74,45.9269,43.8,45.48,1699600.0,0.0,1.0,42.25469474574451,43.37566249705708,41.366911709065924,42.95358777461914,1699600.0
2009-01-31,46.09,46.49,43.7,44.46,1132800.0,0.0,1.0,43.4126607506773,43.78942500106287,41.16149435462352,41.8773464303561,1132800.0
2008-12-31,42.15,44.14,42.11,43.92,606700.0,0.0,1.0,39.70153288437943,41.575935030047646,39.66385645934088,41.36871469233558,606700.0
2008-11-30,37.78,38.23,35.84,38.23,720500.0,0.0,1.0,35.58538344891708,36.009243230600845,33.75807683454707,36.009243230600845,720500.0
2008-10-31,30.25,32.17,29.54,31.01,692400.0,0.0,1.0,28.492796435408724,30.301264837259463,27.824039890974337,29.20864851114131,692400.0
2008-09-30,41.18,41.84,39.77,41.03,960100.0,0.0,1.0,38.787879577194424,39.40954059033062,37.45978559458529,38.64659298329984,960100.0
2008-08-31,44.85,44.89,43.85,43.89,486600.0,0.0,1.0,42.24469157448203,42.28236799952059,41.302780948518105,41.34045737355666,486600.0
2008-07-31,50.56,52.33,50.11,51.18,1136300.0,0.0,1.0,47.62300124873604,49.290183056692186,47.19914146705227,48.206985836833674,1136300.0
2008-06-30,46.41,46.67,44.88,46.18,676600.0,0.0,1.0,43.71407215098575,43.95896891373637,42.272948893260946,43.49743270701405,676600.0
2008-05-31,41.43,42.54,41.43,42.4,462800.0,0.0,1.0,39.0233572336854,40.06887802850536,39.0233572336854,39.93701054087041,462800.0
2008-04-30,44.09,45.74,44.09,45.52,855000.0,0.0,1.0,41.52883949874945,43.082992031589924,41.52883949874945,42.87577169387786,855000.0
